0	latitude	longitude	diurnal
5154	36.0587	-121.0769	50379.2
5155	36.0587	-121.0766	50379.2
5156	36.0588	-121.0761	50379.2
5157	36.0588	-121.0758	50379.2
5158	36.0588	-121.0755	50379.2
5159	36.0588	-121.0750	50379.2
5160	36.0588	-121.0747	50379.2
5161	36.0588	-121.0744	50379.2
5162	36.0588	-121.0738	50379.2
5163	36.0588	-121.0736	50379.2
5164	36.0589	-121.0730	50379.2
5165	36.0589	-121.0727	50379.2
5166	36.0589	-121.0725	50379.2
5167	36.0589	-121.0719	50379.2
5168	36.0589	-121.0716	50379.2
5169	36.0589	-121.0713	50379.2
5170	36.0589	-121.0708	50379.2
5171	36.0590	-121.0705	50379.2
5172	36.0590	-121.0702	50379.2
5173	36.0590	-121.0697	50379.2
5174	36.0590	-121.0694	50379.2
5175	36.0590	-121.0691	50379.2
5176	36.0590	-121.0686	50379.2
5177	36.0590	-121.0683	50379.3
5178	36.0591	-121.0680	50379.3
5179	36.0591	-121.0675	50379.3
5180	36.0591	-121.0672	50379.3
5181	36.0591	-121.0666	50379.3
5182	36.0591	-121.0663	50379.3
5183	36.0591	-121.0661	50379.3
5184	36.0591	-121.0655	50379.3
5185	36.0592	-121.0652	50379.3
5186	36.0592	-121.0650	50379.3
5187	36.0592	-121.0644	50379.3
5188	36.0592	-121.0641	50379.3
5189	36.0592	-121.0638	50379.3
5190	36.0592	-121.0633	50379.3
5191	36.0592	-121.0630	50379.3
5192	36.0592	-121.0627	50379.3
5193	36.0593	-121.0622	50379.3
5194	36.0593	-121.0619	50379.3
5195	36.0593	-121.0616	50379.3
5196	36.0593	-121.0611	50379.3
5197	36.0593	-121.0608	50379.3
5198	36.0593	-121.0602	50379.3
5199	36.0593	-121.0600	50379.4
5200	36.0594	-121.0597	50379.4
5201	36.0594	-121.0591	50379.4
5202	36.0594	-121.0588	50379.4
5203	36.0594	-121.0586	50379.4
5204	36.0594	-121.0580	50379.4
5205	36.0594	-121.0577	50379.4
5206	36.0594	-121.0575	50379.4
5207	36.0595	-121.0569	50379.4
5208	36.0595	-121.0566	50379.4
5209	36.0595	-121.0563	50379.4
5210	36.0595	-121.0558	50379.4
5211	36.0595	-121.0555	50379.4
5212	36.0595	-121.0550	50379.4
5213	36.0595	-121.0547	50379.4
5214	36.0595	-121.0544	50379.4
5215	36.0596	-121.0538	50379.4
5216	36.0596	-121.0536	50379.4
5217	36.0596	-121.0533	50379.4
5218	36.0596	-121.0527	50379.4
5219	36.0596	-121.0525	50379.4
5220	36.0596	-121.0522	50379.4
5221	36.0596	-121.0516	50379.5
5222	36.0597	-121.0513	50379.5
5223	36.0597	-121.0511	50379.5
5224	36.0597	-121.0505	50379.5
5225	36.0597	-121.0502	50379.5
5226	36.0597	-121.0500	50379.5
5227	36.0597	-121.0494	50379.5
5228	36.0597	-121.0491	50379.5
5229	36.0598	-121.0486	50379.5
5230	36.0598	-121.0483	50379.5
5231	36.0598	-121.0480	50379.5
5232	36.0598	-121.0475	50379.5
5233	36.0598	-121.0472	50379.5
5234	36.0598	-121.0469	50379.5
5235	36.0598	-121.0463	50379.5
5236	36.0598	-121.0461	50379.5
5237	36.0599	-121.0458	50379.5
5238	36.0599	-121.0452	50379.5
5239	36.0599	-121.0450	50379.5
5240	36.0599	-121.0447	50379.5
5241	36.0599	-121.0441	50379.5
5242	36.0599	-121.0438	50379.5
5243	36.0599	-121.0436	50379.5
5244	36.0600	-121.0430	50379.5
5245	36.0600	-121.0427	50379.6
5246	36.0600	-121.0422	50379.6
5247	36.0600	-121.0419	50379.6
5248	36.0600	-121.0413	50379.6
5249	36.0600	-121.0408	50379.6
5250	36.0600	-121.0405	50379.6
5251	36.0600	-121.0400	50379.6
5252	36.0600	-121.0394	50379.6
5253	36.0600	-121.0391	50379.6
5254	36.0601	-121.0386	50379.6
5255	36.0601	-121.0380	50379.6
5256	36.0601	-121.0377	50379.6
5257	36.0601	-121.0372	50379.6
5258	36.0601	-121.0366	50379.6
5259	36.0601	-121.0363	50379.6
5260	36.0601	-121.0358	50379.6
5261	36.0601	-121.0352	50379.6
5262	36.0601	-121.0350	50379.6
5263	36.0601	-121.0344	50379.6
5264	36.0601	-121.0338	50379.6
5265	36.0602	-121.0336	50379.6
5266	36.0602	-121.0330	50379.6
5267	36.0602	-121.0325	50379.6
5268	36.0602	-121.0322	50379.7
5269	36.0602	-121.0316	50379.7
5270	36.0602	-121.0311	50379.7
5271	36.0602	-121.0308	50379.7
5272	36.0602	-121.0302	50379.7
5273	36.0602	-121.0297	50379.7
5274	36.0602	-121.0294	50379.7
5275	36.0602	-121.0288	50379.7
5276	36.0603	-121.0283	50379.7
5277	36.0603	-121.0280	50379.7
5278	36.0603	-121.0275	50379.7
5279	36.0603	-121.0269	50379.7
5280	36.0603	-121.0263	50379.7
5281	36.0603	-121.0261	50379.7
5282	36.0603	-121.0255	50379.7
5283	36.0603	-121.0250	50379.7
5284	36.0603	-121.0247	50379.7
5285	36.0603	-121.0241	50379.7
5286	36.0603	-121.0236	50379.7
5287	36.0604	-121.0233	50379.7
5288	36.0604	-121.0227	50379.7
5289	36.0604	-121.0222	50379.7
5290	36.0604	-121.0219	50379.7
5291	36.0604	-121.0213	50379.7
5292	36.0604	-121.0208	50379.8
5293	36.0604	-121.0205	50379.8
5294	36.0604	-121.0200	50379.8
5295	36.0604	-121.0194	50379.8
5296	36.0604	-121.0191	50379.8
5297	36.0604	-121.0186	50379.8
5298	36.0605	-121.0180	50379.8
5299	36.0605	-121.0177	50379.8
5300	36.0605	-121.0172	50379.8
5301	36.0605	-121.0166	50379.8
5302	36.0605	-121.0163	50379.8
5303	36.0605	-121.0158	50379.8
5304	36.0605	-121.0152	50379.8
5305	36.0605	-121.0150	50379.8
5306	36.0605	-121.0144	50379.8
5307	36.0605	-121.0138	50379.8
5308	36.0605	-121.0136	50379.8
5309	36.0606	-121.0130	50379.8
5310	36.0606	-121.0125	50379.8
5311	36.0606	-121.0122	50379.8
5312	36.0606	-121.0116	50379.8
5313	36.0606	-121.0111	50379.8
5314	36.0606	-121.0108	50379.9
5315	36.0606	-121.0102	50379.9
5316	36.0606	-121.0097	50379.9
5317	36.0606	-121.0091	50379.9
5318	36.0606	-121.0088	50379.9
5319	36.0606	-121.0083	50379.9
5320	36.0607	-121.0077	50379.9
5321	36.0607	-121.0075	50379.9
5322	36.0607	-121.0069	50379.9
5323	36.0607	-121.0063	50379.9
5324	36.0607	-121.0061	50379.9
5325	36.0607	-121.0055	50379.9
5326	36.0607	-121.0050	50379.9
5327	36.0607	-121.0047	50379.9
5328	36.0607	-121.0041	50379.9
5329	36.0607	-121.0036	50379.9
5330	36.0607	-121.0033	50379.9
5331	36.0608	-121.0027	50379.9
5332	36.0608	-121.0022	50379.9
5333	36.0608	-121.0019	50379.9
5334	36.0608	-121.0013	50379.9
5335	36.0608	-121.0008	50379.9
5336	36.0608	-121.0005	50379.9
5337	36.0608	-121.0000	50380.0
5338	36.0608	-120.9994	50380.0
5339	36.0608	-120.9991	50380.0
5340	36.0608	-120.9986	50380.0
5341	36.0608	-120.9980	50380.0
5342	36.0609	-120.9977	50380.0
5343	36.0609	-120.9972	50380.0
5344	36.0609	-120.9966	50380.0
5345	36.0609	-120.9963	50380.0
5346	36.0609	-120.9958	50380.0
5347	36.0609	-120.9952	50380.0
5348	36.0609	-120.9950	50380.0
5349	36.0609	-120.9944	50380.0
5350	36.0609	-120.9938	50380.0
5351	36.0609	-120.9936	50380.0
5352	36.0609	-120.9930	50380.0
5353	36.0610	-120.9925	50380.0
5354	36.0610	-120.9919	50380.0
5355	36.0610	-120.9916	50380.0
5356	36.0610	-120.9911	50380.0
5357	36.0610	-120.9905	50380.0
5358	36.0610	-120.9902	50380.0
5359	36.0610	-120.9897	50380.1
5360	36.0610	-120.9891	50380.1
5361	36.0610	-120.9888	50380.1
5362	36.0610	-120.9883	50380.1
5363	36.0610	-120.9877	50380.1
5364	36.0611	-120.9875	50380.1
5365	36.0611	-120.9869	50380.1
5366	36.0611	-120.9863	50380.1
5367	36.0611	-120.9861	50380.1
5368	36.0611	-120.9855	50380.1
5369	36.0611	-120.9850	50380.1
5370	36.0611	-120.9847	50380.1
5371	36.0611	-120.9841	50380.1
5372	36.0611	-120.9836	50380.1
5373	36.0611	-120.9833	50380.1
5374	36.0611	-120.9827	50380.1
5375	36.0611	-120.9822	50380.1
5376	36.0612	-120.9819	50380.1
5377	36.0612	-120.9813	50380.1
5378	36.0612	-120.9808	50380.1
5379	36.0612	-120.9805	50380.1
5380	36.0612	-120.9800	50380.1
5381	36.0612	-120.9794	50380.1
5382	36.0612	-120.9791	50380.2
5383	36.0612	-120.9786	50380.2
5384	36.0612	-120.9780	50380.2
5385	36.0612	-120.9777	50380.2
5386	36.0612	-120.9772	50380.2
5387	36.0613	-120.9766	50380.2
5388	36.0613	-120.9763	50380.2
5389	36.0613	-120.9758	50380.2
5390	36.0613	-120.9752	50380.2
5391	36.0613	-120.9747	50380.2
5392	36.0613	-120.9744	50380.2
5393	36.0613	-120.9738	50380.2
5394	36.0613	-120.9733	50380.2
5395	36.0613	-120.9730	50380.2
5396	36.0613	-120.9725	50380.2
5397	36.0613	-120.9719	50380.2
5398	36.0614	-120.9716	50380.2
5399	36.0614	-120.9711	50380.2
5400	36.0614	-120.9705	50380.2
5401	36.0614	-120.9702	50380.2
5402	36.0614	-120.9697	50380.2
5403	36.0614	-120.9691	50380.2
5404	36.0614	-120.9688	50380.2
5405	36.0614	-120.9683	50380.3
5406	36.0614	-120.9677	50380.3
5407	36.0614	-120.9675	50380.3
5408	36.0614	-120.9669	50380.3
5409	36.0615	-120.9663	50380.3
5410	36.0615	-120.9661	50380.3
5411	36.0615	-120.9655	50380.3
5412	36.0615	-120.9650	50380.3
5413	36.0615	-120.9647	50380.3
5414	36.0615	-120.9641	50380.3
5415	36.0615	-120.9636	50380.3
5416	36.0615	-120.9633	50380.3
5417	36.0615	-120.9627	50380.3
5418	36.0615	-120.9622	50380.3
5419	36.0615	-120.9619	50380.3
5420	36.0615	-120.9613	50380.3
5421	36.0616	-120.9608	50380.3
5422	36.0616	-120.9605	50380.3
5423	36.0616	-120.9600	50380.3
5424	36.0616	-120.9594	50380.3
5425	36.0616	-120.9591	50380.3
5426	36.0616	-120.9586	50380.3
5427	36.0616	-120.9580	50380.4
5428	36.0616	-120.9575	50380.4
5429	36.0616	-120.9572	50380.4
5430	36.0616	-120.9566	50380.4
5431	36.0616	-120.9561	50380.4
5432	36.0617	-120.9558	50380.4
5433	36.0617	-120.9552	50380.4
5434	36.0617	-120.9547	50380.4
5435	36.0617	-120.9544	50380.4
5436	36.0617	-120.9538	50380.4
5437	36.0617	-120.9533	50380.4
5438	36.0617	-120.9530	50380.4
5439	36.0617	-120.9525	50380.4
5440	36.0617	-120.9519	50380.4
5441	36.0617	-120.9516	50380.4
5442	36.0617	-120.9511	50380.4
5443	36.0618	-120.9505	50380.4
5444	36.0618	-120.9502	50380.4
5445	36.0618	-120.9497	50380.4
5446	36.0618	-120.9491	50380.4
5447	36.0618	-120.9488	50380.4
5448	36.0618	-120.9483	50380.4
5449	36.0618	-120.9477	50380.4
5450	36.0618	-120.9475	50380.5
5451	36.0618	-120.9469	50380.5
5452	36.0618	-120.9463	50380.5
5453	36.0618	-120.9461	50380.5
5454	36.0618	-120.9455	50380.5
5455	36.0619	-120.9450	50380.5
5456	36.0619	-120.9447	50380.5
5457	36.0619	-120.9441	50380.5
5458	36.0619	-120.9436	50380.5
5459	36.0619	-120.9433	50380.5
5460	36.0619	-120.9427	50380.5
5461	36.0619	-120.9422	50380.5
5462	36.0619	-120.9419	50380.5
5463	36.0619	-120.9413	50380.5
5464	36.0619	-120.9408	50380.5
5465	36.0619	-120.9402	50380.5
5466	36.0620	-120.9400	50380.5
5467	36.0620	-120.9394	50380.5
5468	36.0620	-120.9388	50380.5
5469	36.0620	-120.9386	50380.5
5470	36.0620	-120.9380	50380.5
5471	36.0620	-120.9375	50380.5
5472	36.0620	-120.9372	50380.5
5473	36.0620	-120.9366	50380.6
5474	36.0620	-120.9361	50380.6
5475	36.0620	-120.9358	50380.6
5476	36.0620	-120.9352	50380.6
5477	36.0620	-120.9347	50380.6
5478	36.0621	-120.9341	50380.6
5479	36.0621	-120.9338	50380.6
5480	36.0621	-120.9333	50380.6
5481	36.0621	-120.9327	50380.6
5482	36.0621	-120.9322	50380.6
5483	36.0621	-120.9316	50380.6
5484	36.0621	-120.9311	50380.6
5485	36.0621	-120.9305	50380.6
5486	36.0621	-120.9300	50380.6
5487	36.0621	-120.9294	50380.6
5488	36.0621	-120.9288	50380.6
5489	36.0621	-120.9286	50380.6
5490	36.0621	-120.9280	50380.6
5491	36.0621	-120.9275	50380.6
5492	36.0621	-120.9269	50380.6
5493	36.0622	-120.9263	50380.6
5494	36.0622	-120.9258	50380.6
5495	36.0622	-120.9252	50380.7
5496	36.0622	-120.9247	50380.7
5497	36.0622	-120.9241	50380.7
5498	36.0622	-120.9236	50380.7
5499	36.0622	-120.9233	50380.7
5500	36.0622	-120.9227	50380.7
5501	36.0622	-120.9222	50380.7
5502	36.0622	-120.9216	50380.7
5503	36.0622	-120.9211	50380.7
5504	36.0622	-120.9205	50380.7
5505	36.0622	-120.9200	50380.7
5506	36.0622	-120.9194	50380.7
5507	36.0622	-120.9188	50380.7
5508	36.0623	-120.9183	50380.7
5509	36.0623	-120.9180	50380.7
5510	36.0623	-120.9175	50380.7
5511	36.0623	-120.9169	50380.7
5512	36.0623	-120.9163	50380.7
5513	36.0623	-120.9158	50380.7
5514	36.0623	-120.9152	50380.7
5515	36.0623	-120.9147	50380.7
5516	36.0623	-120.9141	50380.7
5517	36.0623	-120.9136	50380.7
5518	36.0623	-120.9130	50380.8
5519	36.0623	-120.9125	50380.8
5520	36.0623	-120.9122	50380.8
5521	36.0623	-120.9116	50380.8
5522	36.0623	-120.9111	50380.8
5523	36.0624	-120.9105	50380.8
5524	36.0624	-120.9100	50380.8
5525	36.0624	-120.9094	50380.8
5526	36.0624	-120.9088	50380.8
5527	36.0624	-120.9083	50380.8
5528	36.0624	-120.9077	50380.8
5529	36.0624	-120.9072	50380.8
5530	36.0624	-120.9069	50380.8
5531	36.0624	-120.9063	50380.8
5532	36.0624	-120.9058	50380.8
5533	36.0624	-120.9052	50380.8
5534	36.0624	-120.9047	50380.8
5535	36.0624	-120.9041	50380.8
5536	36.0624	-120.9036	50380.8
5537	36.0624	-120.9030	50380.8
5538	36.0625	-120.9025	50380.8
5539	36.0625	-120.9019	50380.8
5540	36.0625	-120.9016	50380.9
5541	36.0625	-120.9011	50380.9
5542	36.0625	-120.9005	50380.9
5543	36.0625	-120.9000	50380.9
5544	36.0625	-120.8994	50380.9
5545	36.0625	-120.8988	50380.9
5546	36.0625	-120.8983	50380.9
5547	36.0625	-120.8977	50380.9
5548	36.0625	-120.8972	50380.9
5549	36.0625	-120.8966	50380.9
5550	36.0625	-120.8961	50380.9
5551	36.0625	-120.8958	50380.9
5552	36.0625	-120.8952	50380.9
5553	36.0626	-120.8947	50380.9
5554	36.0626	-120.8941	50380.9
5555	36.0626	-120.8936	50380.9
5556	36.0626	-120.8930	50380.9
5557	36.0626	-120.8925	50380.9
5558	36.0626	-120.8919	50380.9
5559	36.0626	-120.8913	50380.9
5560	36.0626	-120.8908	50380.9
5561	36.0626	-120.8905	50380.9
5562	36.0626	-120.8900	50380.9
5563	36.0626	-120.8894	50381.0
5564	36.0626	-120.8888	50381.0
5565	36.0626	-120.8883	50381.0
5566	36.0626	-120.8877	50381.0
5567	36.0626	-120.8872	50381.0
5568	36.0627	-120.8866	50381.0
5569	36.0627	-120.8861	50381.0
5570	36.0627	-120.8855	50381.0
5571	36.0627	-120.8852	50381.0
5572	36.0627	-120.8847	50381.0
5573	36.0627	-120.8841	50381.0
5574	36.0627	-120.8836	50381.0
5575	36.0627	-120.8830	50381.0
5576	36.0627	-120.8825	50381.0
5577	36.0627	-120.8819	50381.0
5578	36.0627	-120.8813	50381.0
5579	36.0627	-120.8808	50381.0
5580	36.0627	-120.8802	50381.0
5581	36.0627	-120.8800	50381.0
5582	36.0627	-120.8794	50381.0
5583	36.0627	-120.8791	50381.0
5584	36.0627	-120.8786	50381.0
5585	36.0627	-120.8783	50381.0
5586	36.0626	-120.8777	50381.1
5587	36.0626	-120.8772	50381.1
5588	36.0626	-120.8769	50381.1
5589	36.0626	-120.8763	50381.1
5590	36.0626	-120.8761	50381.1
5591	36.0626	-120.8755	50381.1
5592	36.0625	-120.8752	50381.1
5593	36.0625	-120.8747	50381.1
5594	36.0625	-120.8741	50381.1
5595	36.0625	-120.8738	50381.1
5596	36.0625	-120.8733	50381.1
5597	36.0625	-120.8730	50381.1
5598	36.0625	-120.8725	50381.1
5599	36.0624	-120.8722	50381.1
5600	36.0624	-120.8716	50381.1
5601	36.0624	-120.8711	50381.1
5602	36.0624	-120.8708	50381.1
5603	36.0624	-120.8702	50381.1
5604	36.0624	-120.8700	50381.1
5605	36.0624	-120.8694	50381.1
5606	36.0623	-120.8691	50381.1
5607	36.0623	-120.8686	50381.1
5608	36.0623	-120.8680	50381.1
5609	36.0623	-120.8677	50381.1
5610	36.0623	-120.8672	50381.2
5611	36.0623	-120.8669	50381.2
5612	36.0622	-120.8663	50381.2
5613	36.0622	-120.8661	50381.2
5614	36.0622	-120.8655	50381.2
5615	36.0622	-120.8650	50381.2
5616	36.0622	-120.8647	50381.2
5617	36.0622	-120.8641	50381.2
5618	36.0622	-120.8638	50381.2
5619	36.0621	-120.8633	50381.2
5620	36.0621	-120.8630	50381.2
5621	36.0621	-120.8625	50381.2
5622	36.0621	-120.8619	50381.2
5623	36.0621	-120.8616	50381.2
5624	36.0621	-120.8611	50381.2
5625	36.0620	-120.8608	50381.2
5626	36.0620	-120.8602	50381.2
5627	36.0620	-120.8600	50381.2
5628	36.0620	-120.8594	50381.2
5629	36.0620	-120.8588	50381.2
5630	36.0620	-120.8586	50381.3
5631	36.0620	-120.8580	50381.3
5632	36.0619	-120.8577	50381.3
5633	36.0619	-120.8572	50381.3
5634	36.0619	-120.8569	50381.3
5635	36.0619	-120.8563	50381.3
5636	36.0619	-120.8558	50381.3
5637	36.0619	-120.8555	50381.3
5638	36.0619	-120.8550	50381.3
5639	36.0618	-120.8547	50381.3
5640	36.0618	-120.8541	50381.3
5641	36.0618	-120.8538	50381.3
5642	36.0618	-120.8533	50381.3
5643	36.0618	-120.8527	50381.3
5644	36.0618	-120.8525	50381.3
5645	36.0617	-120.8519	50381.3
5646	36.0617	-120.8516	50381.3
5647	36.0617	-120.8511	50381.3
5648	36.0617	-120.8508	50381.3
5649	36.0617	-120.8502	50381.3
5650	36.0617	-120.8497	50381.3
5651	36.0617	-120.8494	50381.3
5652	36.0616	-120.8488	50381.3
5653	36.0616	-120.8486	50381.4
5654	36.0616	-120.8480	50381.4
5655	36.0616	-120.8477	50381.4
5656	36.0616	-120.8472	50381.4
5657	36.0616	-120.8466	50381.4
5658	36.0615	-120.8463	50381.4
5659	36.0615	-120.8458	50381.4
5660	36.0615	-120.8455	50381.4
5661	36.0615	-120.8450	50381.4
5662	36.0615	-120.8447	50381.4
5663	36.0615	-120.8441	50381.4
5664	36.0615	-120.8436	50381.4
5665	36.0614	-120.8433	50381.4
5666	36.0614	-120.8427	50381.4
5667	36.0614	-120.8425	50381.4
5668	36.0614	-120.8419	50381.4
5669	36.0614	-120.8416	50381.4
5670	36.0614	-120.8411	50381.4
5671	36.0614	-120.8405	50381.4
5672	36.0613	-120.8402	50381.4
5673	36.0613	-120.8397	50381.4
5674	36.0613	-120.8394	50381.4
5675	36.0613	-120.8388	50381.4
5676	36.0613	-120.8386	50381.5
5677	36.0613	-120.8380	50381.5
5678	36.0612	-120.8375	50381.5
5679	36.0612	-120.8372	50381.5
5680	36.0612	-120.8366	50381.5
5681	36.0612	-120.8363	50381.5
5682	36.0612	-120.8358	50381.5
5683	36.0612	-120.8355	50381.5
5684	36.0612	-120.8350	50381.5
5685	36.0611	-120.8344	50381.5
5686	36.0611	-120.8341	50381.5
5687	36.0611	-120.8336	50381.5
5688	36.0611	-120.8333	50381.5
5689	36.0611	-120.8327	50381.5
5690	36.0611	-120.8325	50381.5
5691	36.0610	-120.8319	50381.5
5692	36.0610	-120.8313	50381.5
5693	36.0610	-120.8311	50381.5
5694	36.0610	-120.8305	50381.5
5695	36.0610	-120.8302	50381.5
5696	36.0610	-120.8297	50381.5
5697	36.0610	-120.8294	50381.5
5698	36.0609	-120.8288	50381.5
5699	36.0609	-120.8283	50381.5
5700	36.0609	-120.8280	50381.6
5701	36.0609	-120.8275	50381.6
5702	36.0609	-120.8272	50381.6
5703	36.0609	-120.8266	50381.6
5704	36.0608	-120.8263	50381.6
5705	36.0608	-120.8258	50381.6
5706	36.0608	-120.8252	50381.6
5707	36.0608	-120.8250	50381.6
5708	36.0608	-120.8244	50381.6
5709	36.0608	-120.8241	50381.6
5710	36.0608	-120.8236	50381.6
5711	36.0607	-120.8233	50381.6
5712	36.0607	-120.8227	50381.6
5713	36.0607	-120.8222	50381.6
5714	36.0607	-120.8219	50381.6
5715	36.0607	-120.8213	50381.6
5716	36.0607	-120.8211	50381.6
5717	36.0607	-120.8205	50381.6
5718	36.0606	-120.8202	50381.6
5719	36.0606	-120.8197	50381.6
5720	36.0606	-120.8191	50381.6
5721	36.0606	-120.8188	50381.6
5722	36.0606	-120.8183	50381.6
5723	36.0606	-120.8180	50381.7
5724	36.0605	-120.8175	50381.7
5725	36.0605	-120.8172	50381.7
5726	36.0605	-120.8166	50381.7
5727	36.0605	-120.8161	50381.7
5728	36.0605	-120.8158	50381.7
5729	36.0605	-120.8152	50381.7
5730	36.0605	-120.8150	50381.7
5731	36.0604	-120.8144	50381.7
5732	36.0604	-120.8138	50381.7
5733	36.0604	-120.8136	50381.7
5734	36.0604	-120.8130	50381.7
5735	36.0604	-120.8127	50381.7
5736	36.0604	-120.8122	50381.7
5737	36.0603	-120.8119	50381.7
5738	36.0603	-120.8113	50381.7
5739	36.0603	-120.8108	50381.7
5740	36.0603	-120.8105	50381.7
5741	36.0603	-120.8100	50381.7
5742	36.0603	-120.8097	50381.7
5743	36.0603	-120.8091	50381.7
5744	36.0602	-120.8088	50381.7
5745	36.0602	-120.8083	50381.7
5746	36.0602	-120.8077	50381.7
5747	36.0602	-120.8075	50381.8
5748	36.0602	-120.8069	50381.8
5749	36.0602	-120.8066	50381.8
5750	36.0601	-120.8061	50381.8
5751	36.0601	-120.8058	50381.8
5752	36.0601	-120.8052	50381.8
5753	36.0601	-120.8047	50381.8
5754	36.0601	-120.8044	50381.8
5755	36.0601	-120.8038	50381.8
5756	36.0601	-120.8036	50381.8
5757	36.0600	-120.8030	50381.8
5758	36.0600	-120.8027	50381.8
5759	36.0600	-120.8022	50381.8
5760	36.0600	-120.8016	50381.8
5761	36.0600	-120.8013	50381.8
5762	36.0600	-120.8008	50381.8
5763	36.0599	-120.8005	50381.8
5764	36.0599	-120.8000	50381.8
5765	36.0599	-120.7997	50381.8
5766	36.0599	-120.7991	50381.8
5767	36.0599	-120.7986	50381.9
5768	36.0599	-120.7983	50381.9
5769	36.0599	-120.7977	50381.9
5770	36.0598	-120.7975	50381.9
5771	36.0598	-120.7969	50381.9
5772	36.0598	-120.7966	50381.9
5773	36.0598	-120.7961	50381.9
5774	36.0598	-120.7955	50381.9
5775	36.0598	-120.7952	50381.9
5776	36.0597	-120.7947	50381.9
5777	36.0597	-120.7944	50381.9
5778	36.0597	-120.7938	50381.9
5779	36.0597	-120.7936	50381.9
5780	36.0597	-120.7930	50381.9
5781	36.0597	-120.7925	50381.9
5782	36.0597	-120.7922	50381.9
5783	36.0596	-120.7916	50381.9
5784	36.0596	-120.7913	50381.9
5785	36.0596	-120.7908	50381.9
5786	36.0596	-120.7905	50381.9
5787	36.0596	-120.7900	50381.9
5788	36.0596	-120.7894	50381.9
5789	36.0595	-120.7891	50381.9
5790	36.0595	-120.7886	50381.9
5791	36.0595	-120.7883	50382.0
5792	36.0595	-120.7877	50382.0
5793	36.0595	-120.7875	50382.0
5794	36.0595	-120.7869	50382.0
5795	36.0595	-120.7863	50382.0
5796	36.0594	-120.7861	50382.0
5797	36.0594	-120.7855	50382.0
5798	36.0594	-120.7852	50382.0
5799	36.0594	-120.7847	50382.0
5800	36.0594	-120.7844	50382.0
5801	36.0594	-120.7838	50382.0
5802	36.0593	-120.7833	50382.0
5803	36.0593	-120.7830	50382.0
5804	36.0593	-120.7825	50382.0
5805	36.0593	-120.7822	50382.0
5806	36.0593	-120.7816	50382.0
5807	36.0593	-120.7811	50382.0
5808	36.0594	-120.7808	50382.0
5809	36.0594	-120.7802	50382.0
5810	36.0594	-120.7800	50382.0
5811	36.0594	-120.7794	50382.0
5812	36.0594	-120.7788	50382.0
5813	36.0594	-120.7786	50382.0
5814	36.0594	-120.7780	50382.1
5815	36.0594	-120.7775	50382.1
5816	36.0594	-120.7772	50382.1
5817	36.0594	-120.7766	50382.1
5818	36.0594	-120.7763	50382.1
5819	36.0594	-120.7758	50382.1
5820	36.0595	-120.7752	50382.1
5821	36.0595	-120.7750	50382.1
5822	36.0595	-120.7744	50382.1
5823	36.0595	-120.7738	50382.1
5824	36.0595	-120.7736	50382.1
5825	36.0595	-120.7730	50382.1
5826	36.0595	-120.7727	50382.1
5827	36.0595	-120.7722	50382.1
5828	36.0595	-120.7716	50382.1
5829	36.0595	-120.7713	50382.1
5830	36.0595	-120.7708	50382.1
5831	36.0596	-120.7705	50382.1
5832	36.0596	-120.7700	50382.1
5833	36.0596	-120.7694	50382.1
5834	36.0596	-120.7691	50382.1
5835	36.0596	-120.7686	50382.1
5836	36.0596	-120.7680	50382.1
5837	36.0596	-120.7677	50382.1
5838	36.0596	-120.7672	50382.2
5839	36.0596	-120.7669	50382.2
5840	36.0596	-120.7663	50382.2
5841	36.0596	-120.7658	50382.2
5842	36.0597	-120.7655	50382.2
5843	36.0597	-120.7650	50382.2
5844	36.0597	-120.7644	50382.2
5845	36.0597	-120.7641	50382.2
5846	36.0597	-120.7636	50382.2
5847	36.0597	-120.7633	50382.2
5848	36.0597	-120.7627	50382.2
5849	36.0597	-120.7622	50382.2
5850	36.0597	-120.7619	50382.2
5851	36.0597	-120.7613	50382.2
5852	36.0597	-120.7608	50382.2
5853	36.0598	-120.7605	50382.2
5854	36.0598	-120.7600	50382.2
5855	36.0598	-120.7597	50382.2
5856	36.0598	-120.7591	50382.2
5857	36.0598	-120.7586	50382.2
5858	36.0598	-120.7583	50382.2
5859	36.0598	-120.7577	50382.2
5860	36.0598	-120.7572	50382.2
5861	36.0598	-120.7569	50382.3
5862	36.0598	-120.7563	50382.3
5863	36.0598	-120.7561	50382.3
5864	36.0598	-120.7555	50382.3
5865	36.0599	-120.7550	50382.3
5866	36.0599	-120.7547	50382.3
5867	36.0599	-120.7541	50382.3
5868	36.0599	-120.7536	50382.3
5869	36.0599	-120.7533	50382.3
5870	36.0599	-120.7527	50382.3
5871	36.0599	-120.7525	50382.3
5872	36.0599	-120.7519	50382.3
5873	36.0599	-120.7513	50382.3
5874	36.0599	-120.7511	50382.3
5875	36.0599	-120.7505	50382.3
5876	36.0600	-120.7500	50382.3
5877	36.0600	-120.7497	50382.3
5878	36.0600	-120.7491	50382.3
5879	36.0600	-120.7488	50382.3
5880	36.0600	-120.7483	50382.3
5881	36.0600	-120.7477	50382.3
5882	36.0600	-120.7475	50382.4
5883	36.0600	-120.7469	50382.4
5884	36.0600	-120.7463	50382.4
5885	36.0600	-120.7461	50382.4
5886	36.0600	-120.7455	50382.4
5887	36.0601	-120.7452	50382.4
5888	36.0601	-120.7447	50382.4
5889	36.0601	-120.7441	50382.4
